"","DEPREG","MUPREG","MESREG","AÑOREG","AÑOOCU","CLAUNI","NUNUHO","NUNUMU","EDADHOM","EDADMUJ","PUEHOM","PUEMUJ","NACHOM","NACMUJ","ESCHOM","ESCMUJ","CIUOHOM","CIUOMUJ","DEPOCU","MUPOCU","DIAOCU","MESOCU"
"293",1,"0110",12,2020,2020,3,9,9,27,27,1,1,320,320,4,5,52,22,1,"0110",31,1
"294",1,"0101",12,2020,2020,1,9,9,32,30,1,4,320,320,4,9,52,22,1,"0113",15,2
"295",1,"0101",9,2020,2020,3,9,9,50,47,4,4,320,320,4,9,52,22,1,"0116",5,9
"296",3,"0302",2,2020,2020,2,2,1,42,40,4,9,320,568,5,5,52,22,3,"0301",20,2
"297",5,"0501",2,2021,2020,3,9,9,40,37,4,9,320,192,4,9,52,22,3,"0302",12,12
"298",1,"0101",3,2021,2020,3,9,9,42,32,4,4,320,320,4,5,52,22,3,"0309",12,12
"299",5,"0512",10,2020,2020,2,1,1,45,38,9,4,170,320,1,9,52,22,5,"0501",3,9
"300",9,"0901",8,2020,2020,3,9,9,26,30,1,1,320,320,2,9,52,22,9,"0901",22,6
"301",9,"0901",3,2020,2020,3,9,9,36,39,1,1,320,320,1,9,52,22,9,"0901",11,2
"302",13,"1301",7,2020,2020,3,9,9,33,40,9,9,192,192,9,5,52,22,13,"1301",29,5
"303",13,"1301",1,2021,2020,3,9,9,46,40,4,4,320,320,2,9,52,22,13,"1301",12,12
"304",13,"1301",9,2020,2020,3,9,9,43,55,4,4,320,320,2,9,52,22,13,"1301",3,9
"305",1,"0114",11,2020,2020,3,9,9,37,36,4,9,320,192,4,9,52,22,17,"1710",19,10
"306",18,"1801",12,2020,2020,1,9,9,45,36,4,4,320,320,9,9,52,22,18,"1801",10,12
"307",1,"0101",4,2021,2020,1,9,9,42,60,4,9,320,340,3,9,52,22,22,"2212",5,12
"308",1,"0101",11,2020,2020,1,9,9,24,27,4,4,320,320,4,5,43,22,1,"0116",22,8
"309",1,"0116",11,2020,2020,3,1,1,36,35,1,4,320,320,4,5,43,22,1,"0116",29,11
"310",1,"0101",11,2020,2020,3,9,9,29,30,9,5,320,320,9,5,43,22,3,"0306",7,11
"311",9,"0901",12,2020,2020,3,9,9,39,40,4,1,320,320,4,5,43,22,9,"0901",14,2
"312",9,"0920",10,2020,2020,3,9,9,30,27,4,4,320,320,4,5,43,22,9,"0920",17,10
"313",12,"1201",9,2020,2020,2,1,1,24,21,4,9,320,320,4,9,43,22,12,"1202",1,8
"314",1,"0102",1,2021,2020,3,1,1,32,31,9,4,320,320,4,5,31,22,1,"0102",5,12
"315",1,"0113",6,2020,2020,2,9,9,32,28,4,4,320,320,4,9,31,22,1,"0113",29,5
"316",1,"0101",5,2020,2020,2,9,9,29,31,4,4,320,320,4,9,32,22,1,"0101",21,2
"317",1,"0101",12,2020,2020,3,9,9,37,37,4,4,320,320,4,5,33,22,1,"0101",29,2
"318",1,"0101",1,2021,2020,3,9,9,42,38,4,4,320,320,4,5,33,22,1,"0108",12,12
"319",1,"0102",11,2020,2020,3,1,1,28,28,4,4,320,320,4,9,33,22,1,"0116",22,10
"320",1,"0101",6,2021,2020,3,9,9,34,34,4,4,320,320,4,5,34,22,1,"0101",2,12
"321",1,"0101",9,2020,2020,3,9,9,29,30,4,4,320,320,4,9,34,22,1,"0101",23,7
"322",3,"0301",10,2020,2020,3,9,9,27,30,4,9,320,170,4,5,34,22,3,"0301",9,10
"323",4,"0410",12,2020,2020,3,9,9,34,36,4,1,320,320,4,5,31,22,4,"0406",29,11
"324",9,"0901",5,2020,2020,2,9,9,23,31,4,9,320,320,4,5,34,22,6,"0603",14,2
"325",8,"0802",1,2021,2020,3,1,1,29,28,1,1,320,320,9,5,34,22,8,"0802",15,2
"326",8,"0802",9,2020,2020,3,9,9,36,31,1,1,320,320,4,5,35,22,8,"0802",22,8
"327",9,"0901",3,2021,2020,2,9,9,34,29,4,4,320,320,4,9,32,22,9,"0901",19,12
"328",9,"0905",11,2020,2020,3,9,9,28,29,4,4,320,320,4,5,31,22,9,"0901",7,11
"329",9,"0901",6,2020,2020,3,9,9,27,27,4,4,320,320,4,5,32,22,9,"0901",9,6
"330",11,"1101",1,2021,2020,3,9,9,27,23,4,4,320,320,3,5,32,22,11,"1101",12,12
"331",11,"1105",9,2020,2020,3,9,9,33,29,4,4,320,320,4,5,33,22,11,"1101",19,9
"332",12,"1201",4,2020,2020,3,1,1,26,24,4,4,320,320,4,5,32,22,12,"1201",6,4
"333",14,"1420",1,2021,2020,3,1,1,70,47,1,1,320,320,9,9,32,22,14,"1420",22,12
"334",16,"1601",3,2020,2020,3,1,1,44,35,4,4,320,320,4,5,34,22,16,"1601",22,2
"335",20,"2007",5,2021,2020,1,9,9,25,30,4,4,320,320,4,5,34,22,20,"2007",22,5
"336",20,"2001",12,2020,2020,2,9,9,42,37,4,4,320,320,5,5,35,22,20,"2001",27,11
"337",21,"2101",3,2020,2020,3,1,1,30,28,9,9,320,320,4,5,35,22,21,"2101",7,3
"338",22,"2213",5,2020,2020,3,9,9,40,50,4,4,320,320,9,5,31,22,22,"2213",8,5
"339",20,"2011",3,2020,2020,3,1,1,21,25,4,4,320,630,4,9,33,22,22,"2204",1,3
"340",22,"2201",5,2020,2020,3,9,9,27,29,4,1,320,320,9,9,34,22,22,"2201",30,4
"341",1,"0114",3,2021,2020,2,1,1,35,36,9,4,320,320,9,5,21,22,1,"0101",14,11
"342",1,"0101",1,2021,2020,2,9,9,34,35,4,4,320,320,5,9,21,22,1,"0101",12,12
"343",1,"0101",2,2020,2020,3,9,9,30,28,4,9,320,320,5,5,21,22,1,"0101",9,2
"344",1,"0101",7,2020,2020,3,9,9,29,26,4,4,320,320,9,9,21,22,1,"0101",17,7
"345",1,"0101",11,2020,2020,2,9,9,41,33,4,4,320,320,5,5,21,22,1,"0101",5,9
"346",1,"0101",3,2021,2020,3,9,9,40,35,4,4,320,320,5,6,21,22,1,"0101",13,12
"347",1,"0101",7,2020,2020,3,9,9,29,25,4,9,320,340,9,9,21,22,1,"0101",5,1
"348",1,"0101",11,2020,2020,2,9,9,58,47,4,4,320,320,9,5,21,22,1,"0101",24,10
"349",1,"0101",12,2020,2020,2,9,9,33,33,1,4,320,320,5,9,21,22,1,"0101",17,7
"350",1,"0101",4,2021,2020,3,9,9,27,28,4,4,320,320,9,9,21,22,1,"0101",1,2
"351",1,"0101",11,2020,2020,3,9,9,27,28,4,4,320,320,9,9,21,22,1,"0115",3,5
"352",1,"0106",12,2020,2020,1,1,1,29,26,4,4,320,320,9,5,22,22,1,"0101",12,12
"353",1,"0108",2,2021,2020,3,9,9,31,30,4,4,320,320,9,5,22,22,1,"0101",8,11
"354",1,"0101",11,2020,2020,3,9,9,30,31,4,4,320,320,9,5,22,22,1,"0101",21,5
"355",1,"0101",11,2020,2020,3,9,9,32,31,9,4,222,320,9,5,22,22,1,"0101",2,2
"356",1,"0101",3,2020,2020,3,9,9,32,32,4,4,320,320,9,5,22,22,1,"0101",18,1
"357",1,"0101",1,2021,2020,3,9,9,36,32,4,4,320,320,9,5,22,22,1,"0101",18,12
"358",1,"0101",8,2020,2020,3,9,9,26,27,4,4,320,320,5,5,22,22,1,"0101",27,6
"359",1,"0101",8,2020,2020,3,9,9,28,28,4,9,320,320,5,5,22,22,1,"0101",31,7
"360",1,"0101",1,2021,2020,3,9,9,32,29,4,4,320,320,5,5,22,22,1,"0101",14,11
"361",1,"0101",10,2020,2020,3,9,9,32,29,4,9,320,320,5,5,22,22,1,"0101",19,9
"362",1,"0101",2,2021,2020,3,9,9,29,30,4,4,320,320,5,5,22,22,1,"0101",24,10
"363",1,"0101",10,2020,2020,1,9,9,31,31,4,4,320,320,5,5,22,22,1,"0101",10,10
"364",3,"0308",3,2020,2020,3,9,9,32,33,4,4,320,320,5,5,22,22,1,"0101",8,2
"365",1,"0101",11,2020,2020,3,9,9,33,37,4,4,320,320,5,5,22,22,1,"0101",11,1
"366",1,"0101",1,2021,2020,2,9,9,53,43,4,4,320,320,5,5,22,22,1,"0101",13,12
"367",1,"0101",7,2020,2020,3,9,9,35,32,4,4,320,320,6,9,22,22,1,"0101",21,3
"368",1,"0101",11,2020,2020,3,9,9,31,29,4,4,320,320,5,9,22,22,1,"0101",18,7
"369",1,"0101",12,2020,2020,3,9,9,42,32,4,4,320,320,5,9,22,22,1,"0101",4,12
"370",1,"0101",1,2021,2020,3,9,9,41,38,4,4,320,320,5,5,22,22,1,"0101",12,12
"371",1,"0101",10,2020,2020,3,9,9,34,31,9,4,320,320,5,9,22,22,1,"0101",17,10
"372",1,"0101",11,2020,2020,3,9,9,30,27,4,4,320,320,9,9,22,22,1,"0101",24,10
"373",1,"0101",10,2020,2020,3,9,9,32,29,4,9,320,320,5,9,22,22,1,"0101",3,10
"374",1,"0101",5,2020,2020,3,9,9,33,29,9,4,484,320,9,9,22,22,1,"0101",11,3
"375",1,"0101",12,2020,2020,3,9,9,32,31,4,4,320,320,9,9,22,22,1,"0101",12,12
"376",1,"0101",12,2020,2020,3,9,9,45,33,4,4,320,320,5,9,22,22,1,"0101",28,11
"377",1,"0101",8,2020,2020,3,9,9,67,45,4,4,320,320,5,5,22,22,1,"0101",21,7
"378",1,"0101",6,2020,2020,3,9,9,34,34,4,4,320,320,5,6,22,22,1,"0101",15,2
"379",1,"0101",12,2020,2020,3,9,9,42,29,4,1,320,320,5,9,22,22,1,"0101",7,9
"380",1,"0107",8,2020,2020,3,9,9,23,22,4,4,320,320,5,9,22,22,1,"0102",14,3
"381",1,"0106",9,2020,2020,3,1,1,33,36,4,4,320,320,5,5,22,22,1,"0106",7,8
"382",1,"0105",10,2020,2020,3,9,9,33,39,1,4,320,320,9,5,22,22,1,"0108",6,9
"383",1,"0101",8,2020,2020,3,9,9,27,27,4,4,320,320,5,5,22,22,1,"0108",21,7
"384",1,"0101",1,2021,2020,3,9,9,26,26,4,4,320,320,9,9,22,22,1,"0108",19,12
"385",1,"0101",11,2020,2020,3,9,9,30,26,4,4,320,320,5,9,22,22,1,"0108",20,10
"386",3,"0308",10,2020,2020,3,9,9,61,55,4,4,320,320,5,6,22,22,1,"0108",13,8
"387",1,"0108",2,2020,2020,2,9,9,28,29,4,4,320,320,9,5,22,22,1,"0108",18,1
"388",1,"0101",12,2020,2020,3,9,9,41,37,4,4,320,320,5,5,22,22,1,"0108",11,10
"389",1,"0101",9,2020,2020,3,9,9,33,31,4,9,320,320,5,9,22,22,1,"0108",15,8
"390",1,"0101",5,2021,2020,3,9,9,31,29,4,9,320,320,5,5,22,22,1,"0111",18,1
"391",1,"0114",8,2020,2020,2,9,9,36,29,4,4,320,320,9,5,22,22,1,"0114",1,8
"392",4,"0414",11,2020,2020,3,9,9,43,34,4,4,320,320,5,5,23,22,1,"0108",10,10
"393",1,"0101",10,2020,2020,3,9,9,37,34,4,4,320,320,5,5,24,22,1,"0101",15,8
"394",1,"0101",5,2020,2020,2,9,9,39,36,4,4,320,320,5,5,24,22,1,"0101",14,3
"395",1,"0101",8,2020,2020,3,9,9,25,25,4,4,320,320,5,5,24,22,1,"0101",29,7
"396",1,"0101",3,2020,2020,3,9,9,32,32,4,4,320,320,9,9,24,22,1,"0108",8,2
"397",1,"0101",11,2020,2020,3,9,9,30,36,4,4,320,320,9,5,24,22,1,"0110",11,1
"398",1,"0102",3,2020,2020,1,9,9,33,38,9,4,320,320,9,5,25,22,1,"0103",2,2
"399",1,"0101",6,2020,2020,3,9,9,31,31,4,4,320,320,9,5,26,22,1,"0101",7,3
"400",1,"0101",11,2020,2020,3,9,9,34,32,4,4,320,320,9,9,26,22,1,"0101",8,11
"401",1,"0101",3,2021,2020,3,9,9,34,32,4,4,320,320,9,5,26,22,1,"0101",1,3
"402",9,"0913",1,2021,2020,3,9,9,31,30,4,9,320,320,9,5,26,22,1,"0114",26,12
"403",1,"0101",2,2021,2020,1,9,9,35,27,9,4,222,320,9,5,22,22,3,"0301",5,11
"404",3,"0301",12,2020,2020,3,9,9,38,29,4,4,320,320,6,5,22,22,3,"0301",21,11
"405",1,"0101",11,2020,2020,3,9,9,28,29,4,4,320,320,5,5,22,22,3,"0301",25,10
"406",1,"0101",4,2021,2020,3,9,9,35,35,4,4,320,320,5,5,22,22,3,"0301",12,12
"407",3,"0301",12,2020,2020,1,9,9,37,33,4,4,320,320,5,5,22,22,3,"0301",28,11
"408",1,"0101",9,2020,2020,3,9,9,30,30,4,4,320,320,5,5,22,22,3,"0308",5,6
"409",1,"0101",12,2020,2020,3,9,9,29,28,9,4,320,320,9,9,22,22,3,"0308",14,11
"410",1,"0101",4,2021,2020,3,9,9,28,29,4,4,320,320,9,5,22,22,3,"0309",20,12
"411",1,"0101",12,2020,2020,3,9,9,32,32,4,4,320,320,5,5,22,22,3,"0309",15,11
"412",1,"0105",3,2021,2020,3,9,9,26,28,4,4,320,320,9,9,22,22,3,"0309",19,11
"413",3,"0311",10,2020,2020,3,9,9,34,25,4,4,320,320,5,9,22,22,3,"0311",3,10
"414",11,"1101",1,2021,2020,3,9,9,40,29,4,4,320,320,9,5,26,22,3,"0309",20,12
"415",4,"0402",5,2021,2020,3,2,1,42,35,1,1,320,320,5,5,22,22,4,"0406",18,1
"416",1,"0101",3,2021,2020,2,9,9,29,30,4,1,320,320,5,5,22,22,4,"0415",27,12
"417",5,"0501",1,2021,2020,3,9,9,31,33,4,9,320,320,9,5,22,22,5,"0501",12,12
"418",1,"0101",2,2021,2020,1,9,9,30,27,4,4,320,320,5,5,22,22,5,"0501",12,11
"419",7,"0701",10,2020,2020,3,9,9,30,36,4,4,320,320,9,5,22,22,7,"0701",24,10
"420",1,"0106",5,2021,2020,3,1,1,27,26,4,4,320,320,5,5,22,22,7,"0710",12,12
"421",1,"0101",6,2020,2020,3,9,9,27,27,4,4,320,320,5,5,22,22,7,"0710",14,3
"422",7,"0712",7,2020,2020,3,1,1,30,32,1,1,320,320,5,5,22,22,7,"0712",11,7
"423",7,"0719",7,2020,2020,3,9,9,32,29,1,1,320,320,5,9,22,22,7,"0719",8,2
"424",8,"0801",1,2021,2020,3,9,9,26,29,1,1,320,320,5,5,22,22,8,"0801",30,12
"425",9,"0901",5,2021,2020,2,9,9,27,27,4,9,320,320,5,5,22,22,9,"0901",15,11
"426",9,"0901",11,2020,2020,3,9,9,33,28,4,4,320,320,5,5,22,22,9,"0901",1,11
"427",9,"0901",11,2020,2020,3,9,9,30,30,9,4,320,320,5,5,22,22,9,"0901",3,10
"428",9,"0923",8,2020,2020,3,9,9,30,31,4,4,320,320,5,5,22,22,9,"0901",15,8
"429",9,"0901",4,2021,2020,3,9,9,30,31,4,4,320,320,5,5,22,22,9,"0901",11,12
"430",1,"0113",1,2021,2020,2,9,9,30,32,4,4,320,320,5,5,22,22,9,"0901",12,12
"431",9,"0901",12,2020,2020,3,9,9,27,33,1,1,320,320,5,5,22,22,9,"0901",5,11
"432",9,"0901",9,2020,2020,3,9,9,46,45,4,4,320,320,5,5,22,22,9,"0901",15,2
"433",9,"0901",2,2021,2020,3,9,9,32,31,4,4,320,320,9,5,22,22,9,"0923",19,12
"434",9,"0901",8,2020,2020,3,9,9,30,31,1,1,320,320,5,9,22,22,9,"0923",8,8
"435",1,"0101",1,2021,2020,3,9,9,35,32,4,4,320,320,5,9,22,22,9,"0923",22,8
"436",8,"0803",3,2020,2020,3,9,9,34,34,9,4,320,320,9,5,26,22,9,"0901",5,3
"437",10,"1003",2,2020,2020,3,9,9,32,34,1,4,320,320,5,5,22,22,10,"1003",1,2
"438",11,"1101",3,2020,2020,3,9,9,34,32,4,4,320,320,5,9,22,22,11,"1101",7,3
"439",9,"0901",10,2020,2020,3,9,9,56,55,4,4,320,320,5,5,22,22,11,"1101",30,9
"440",12,"1201",11,2020,2020,3,1,1,29,27,4,4,320,320,5,9,22,22,12,"1201",29,8
"441",12,"1202",9,2020,2020,3,1,1,27,26,4,4,320,320,5,5,22,22,12,"1202",29,8
"442",12,"1202",1,2020,2020,3,1,1,50,49,4,4,320,320,5,5,24,22,12,"1202",5,1
"443",10,"1001",2,2021,2020,3,9,9,37,29,4,4,320,320,5,5,22,22,13,"1301",24,10
"444",13,"1301",2,2020,2020,2,1,9,34,29,1,4,320,320,5,5,22,22,13,"1301",22,2
"445",14,"1401",3,2021,2020,2,9,9,34,31,4,9,320,320,9,9,22,22,14,"1401",28,11
"446",14,"1414",10,2020,2020,
